Age,SibSp,Parch,log(Fare),1st class,2nd class,3rd class,Female,Male,Miss,Mr,Mrs,B,C,D,E,Unknown,Survived
-0.527668557291984,0.5225107881133605,-0.5067873731938901,-0.9764097391695418,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.5770938751757179,0.5225107881133605,-0.5067873731938901,1.3071885364973355,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
-0.25147794917505856,-0.5527137238424564,-0.5067873731938901,-0.8936641754669489,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.36995091908802374,0.5225107881133605,-0.5067873731938901,1.0023142620412646,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
0.36995091908802374,-0.5527137238424564,-0.5067873731938901,-0.879030209046522,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.6818563076434199,-0.5527137238424564,-0.5067873731938901,0.9779671765790091,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.9086215978766115,2.672959812024994,0.664747073929648,0.05916551859723972,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.1824302971458272,-0.5527137238424564,1.8362815210531864,-0.5705469590568808,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-1.080049773525835,0.5225107881133605,-0.5067873731938901,0.41881950263727635,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-1.7705262938181487,0.5225107881133605,0.664747073929648,-0.17323790081889628,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.9580469157603453,-0.5527137238424564,-0.5067873731938901,0.2922798673255464,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.6657638613504469,-0.5527137238424564,-0.5067873731938901,-0.879030209046522,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.6461415272049492,0.5225107881133605,5.350884862423801,0.45882752275355093,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.080049773525835,-0.5527137238424564,-0.5067873731938901,-0.9020440453887143,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.7509039596726512,-0.5527137238424564,-0.5067873731938901,-0.21569413072795277,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-1.9086215978766115,3.748184323980811,0.664747073929648,0.38629383533178935,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.09376031097109827,0.5225107881133605,-0.5067873731938901,-0.09866638540407627,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.36995091908802374,-0.5527137238424564,-0.5067873731938901,0.27106225105153775,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.3009032670587924,-0.5527137238424564,-0.5067873731938901,-0.419978337229253,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-1.0110021214966036,-0.5527137238424564,-0.5067873731938901,-0.8814512283751752,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.11338264511659583,-0.5527137238424564,-0.5067873731938901,0.5882641772427607,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.4943356857012233,2.672959812024994,0.664747073929648,0.05916551859723972,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.5770938751757179,0.5225107881133605,5.350884862423801,0.46248864650146676,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.7348115133796782,2.672959812024994,1.8362815210531864,2.6701170546826707,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.7151891792341806,-0.5527137238424564,-0.5067873731938901,0.3360699984503438,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
